City of Origin,Destination City,Stopover City,Driving Distance (km),Vehicle Plate,Vehicle Type,Speed (km/h),Distance (km),Load Weight (tons),Fuel Consumption (L/100km),Traffic Congestion
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0587,SUV,76.13121086293161,215.8020139624605,4.633711312036093,16.664630475268357,High
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0588,Coupe,117.24322160513998,96.32563038285447,1.0562966633473894,10.483836087432074,Low
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0589,SUV,102.32764981700917,242.4206001665018,3.0489093018516096,16.493223245768817,Low
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0590,SUV,116.1768372881356,78.80285597387942,4.386601330714527,12.92383110412193,High
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0591,SUV,86.63516727038267,59.86099794875403,2.5536612724200953,15.026312426301304,Medium
Bujumbura,Gitega,,98.9,BUJ-GIT-0592,Hybrid,43.37056464084634,127.86297505195964,1.890665943287641,5.737752526754637,High
Kampala,Kigali,,511.0,KAM-KIG-0593,Truck,78.22203640377522,386.76973736319485,16.55173714524338,23.90354896977844,Low
Nairobi,Wau,Juba,1868.0,NAI-WAU-0594,Coupe,79.5695357524815,40.487896711533025,0.38459033477177357,9.85646704901243,High
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0595,Hybrid,79.8531630993381,221.60574684244193,1.7211885283867427,9.795940169121389,Medium
Kampala,Juba,,653.0,KAM-JUB-0596,Hybrid,46.62591180466616,79.40498711102796,0.9647103129837035,6.749698624783349,High
Nairobi,Arusha,,274.0,NAI-ARU-0597,Hybrid,70.90033958258338,138.5329155711214,1.0353289627566653,7.476524111155053,Low
Kigali,Bujumbura,,273.0,KIG-BUJ-0598,Hybrid,89.71333587436487,199.43028359672454,0.9616937475211185,11.396519107112816,Low
Kigali,Butare,,125.0,KIG-BUT-0599,Hybrid,97.16890102015037,88.4182100872098,1.0316374231895824,8.539439073953712,High
Kampala,Kigali,,511.0,KAM-KIG-0600,Saloon,106.46724875202041,265.36944127984725,0.6538519438753847,10.14184594617133,Medium
Kigali,Bujumbura,,273.0,KIG-BUJ-0601,Coupe,103.20227138498632,105.5951697847926,0.5326356815242712,16.588167711681546,High
Nairobi,Arusha,,274.0,NAI-ARU-0602,Hybrid,80.61644697981023,211.09800996443286,1.7881464190242082,10.238490975660177,Medium
Kigali,Butare,,125.0,KIG-BUT-0603,Coupe,96.35263607498304,126.00388345293067,0.4924384873436918,14.736454174749078,Medium
Juba,Wau,,647.0,JUB-WAU-0604,Saloon,60.75519534435685,214.3058853428439,0.844397241130953,7.94041040120176,High
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0605,Saloon,59.91706940857745,20.557797861339676,1.5781094267802953,12.859208392467032,Medium
Kigali,Butare,,125.0,KIG-BUT-0606,Coupe,100.89600099479557,40.6589322005229,0.4002652050128277,8.19128966437287,Low
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0607,SUV,69.94489061791325,450.88499074241605,2.3453789459558863,13.542713272172158,High
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0608,Truck,45.26727422406666,255.6529133237192,15.192245707802051,29.116290246434787,Medium
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0609,SUV,74.72113884997266,75.97947165130275,2.8686150419458953,12.34203370926334,Low
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0610,SUV,73.17323539378812,481.93826122105486,3.657051700740034,15.568784431720958,High
Kampala,Kigali,,511.0,KAM-KIG-0611,SUV,84.94650621139931,243.02495004356493,3.3931675134332826,16.964298070361075,Low
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0612,Hybrid,82.12876577090977,51.20653784930789,1.2501691281149405,7.883706665238714,Low
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0613,Saloon,102.23161797616305,196.7972979411454,1.2987560996239726,7.923157137431339,Low
Kampala,Juba,,653.0,KAM-JUB-0614,SUV,96.3382733594047,102.74175755610504,2.6802230144801324,11.428419648143318,Medium
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0615,Saloon,91.52441882146213,77.75059187412273,1.087789059782039,14.16539822095023,High
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0616,Coupe,82.25898300393821,106.48296215216803,0.8031259933992263,8.181240410457297,High
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0617,Truck,79.63790567864064,148.3321344202198,14.742550209769536,28.41017442408425,Medium
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0618,Coupe,107.70558739687522,140.84000956849636,0.603926860227258,8.099787766584495,High
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0619,Coupe,113.40661974129472,111.77475387603994,1.3033412438486984,16.213883629006943,Low
Nairobi,Wau,Juba,1868.0,NAI-WAU-0620,Hybrid,90.59957006727299,126.42271839508963,1.0004425937552985,10.54090741813959,High
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0621,Truck,62.564705651462745,228.40953748240415,18.549740195614746,33.23839815158521,Medium
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0622,Coupe,97.97858536841021,24.38294818885962,0.7653913079003174,16.035376594626033,Low
Kampala,Juba,,653.0,KAM-JUB-0623,Coupe,124.10644171277372,48.65982107454321,0.3803683344303258,16.773504531328385,Medium
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0624,Truck,59.47024694894377,479.2326749872943,19.680658120507587,20.99847091871334,Low
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0625,Truck,72.41590037260478,151.87379580240696,13.754689284665004,32.0572181779017,Low
Kampala,Juba,,653.0,KAM-JUB-0626,Coupe,96.00833396533807,199.46464724156058,0.9708711419359226,11.211621526359535,High
Bujumbura,Gitega,,98.9,BUJ-GIT-0627,Truck,51.00556629523766,345.36437400031326,13.725332737595508,21.030705165859416,Low
Bujumbura,Gitega,,98.9,BUJ-GIT-0628,Coupe,92.1744519656064,98.20531875045273,1.1672853026865655,14.567294847216079,Medium
Kampala,Bujumbura,,720.0,KAM-BUJ-0629,Coupe,112.52593931374926,11.589099556602848,0.5612008794966432,14.616842883998565,High
Kampala,Juba,,653.0,KAM-JUB-0630,Hybrid,69.03936209078483,11.275234160403027,1.7067419636477335,10.409667013032362,Medium
Kigali,Butare,,125.0,KIG-BUT-0631,SUV,92.90514977961377,79.90849659932246,4.182802673364046,15.837135877313639,Low
Nairobi,Arusha,,274.0,NAI-ARU-0632,Coupe,116.91759862947755,152.83192855520969,1.2636024863494044,13.180080664046248,Medium
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0633,Saloon,58.4194710916109,207.92409254631283,1.430710677577956,12.938025497592697,Medium
Kampala,Bujumbura,,720.0,KAM-BUJ-0634,SUV,70.19286036304412,137.73883995513015,4.61643331026765,17.49977798452071,Low
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0635,SUV,114.49370932201938,391.4218945237643,3.5900435709660563,16.541327370278736,High
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0636,SUV,113.3476754364006,310.46303953037324,3.713369635149356,11.564767160036006,Medium
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0637,Hybrid,68.43527320696616,181.93530686994376,0.9064140474745481,6.415779263671745,Low
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0638,Coupe,88.82960849346493,55.88511931863835,0.5578951644436749,12.24850842868087,High
Kampala,Bujumbura,,720.0,KAM-BUJ-0639,Hybrid,94.47031083301204,131.6943152172924,0.7818805712229846,5.538801685666119,High
Nairobi,Wau,Juba,1868.0,NAI-WAU-0640,Coupe,111.76936870827552,82.73176524291368,1.2861971359024311,14.595107686407701,High
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0641,Hybrid,87.77448703248211,75.2670494604277,1.5385383836915871,6.848433892856031,Medium
Kampala,Kigali,,511.0,KAM-KIG-0642,Hybrid,96.3441087670175,162.72982756800985,0.9867677002630131,6.886583036045908,Medium
Kampala,Juba,,653.0,KAM-JUB-0643,Saloon,61.45559510429861,214.49946849024377,0.828073419496891,11.762426127419912,Medium
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0644,Hybrid,55.878101615521445,168.87254675052847,1.7224095928108087,10.446176702012572,High
Nairobi,Arusha,,274.0,NAI-ARU-0645,Truck,78.04256654653909,231.40568398457646,10.883849469845186,30.484232427310786,Medium
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0646,Saloon,72.10083282766108,141.05694339293723,0.5467236391900866,9.076611594200394,Low
Kampala,Bujumbura,,720.0,KAM-BUJ-0647,Hybrid,42.02058423246784,221.00458542429942,0.8650950248277958,8.901360187011056,Medium
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0648,SUV,62.33875923966782,350.08132608754613,2.6305957101393282,18.97919186957666,Medium
Juba,Wau,,647.0,JUB-WAU-0649,Truck,84.4059094467018,327.70343285322343,19.009608956904678,34.94236510248168,High
Bujumbura,Gitega,,98.9,BUJ-GIT-0650,Truck,81.2707832061974,691.4099434286603,12.4900873610909,28.650535982866344,Medium
Bujumbura,Gitega,,98.9,BUJ-GIT-0651,Truck,43.362795698368394,166.44255577516878,19.988926120332906,24.899588741388662,Low
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0652,Saloon,94.89103472293078,245.86621484750862,1.7870349065108437,14.981026379217251,High
Juba,Wau,,647.0,JUB-WAU-0653,Hybrid,54.48978911541207,19.68419844632793,1.116787276991879,5.910564688802628,Low
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0654,Hybrid,41.34555334972331,96.50243851395666,1.6756073766128545,8.963264838575496,High
Bujumbura,Gitega,,98.9,BUJ-GIT-0655,SUV,78.76667935262124,344.4539024717239,2.3120636310808376,10.14381446072085,High
Kampala,Bujumbura,,720.0,KAM-BUJ-0656,SUV,105.86120318618563,330.68438818880406,4.16805918575336,10.389380166876656,Medium
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0657,Truck,81.85598139153261,533.6683400254124,15.633953507126401,29.369210721717973,Low
Kampala,Bujumbura,,720.0,KAM-BUJ-0658,SUV,111.86599481210185,314.12142795150817,3.5333263296086277,19.90679157065766,High
Kigali,Bujumbura,,273.0,KIG-BUJ-0659,Saloon,95.40381002411408,143.84226552631787,1.5610955000493916,10.113843773534308,Medium
Kampala,Kigali,,511.0,KAM-KIG-0660,Hybrid,53.73252774900994,153.24445045306226,1.8922731471709273,11.503976640108238,High
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0661,Truck,57.095263905274514,469.37422635518647,12.116358985698612,34.93446664248325,High
Kigali,Butare,,125.0,KIG-BUT-0662,SUV,118.86707447207614,342.2790183683513,4.315449208871157,17.151001612837,High
Kampala,Kigali,,511.0,KAM-KIG-0663,Saloon,85.5894931423681,34.93743915689136,1.1821465138289917,12.398290417339284,High
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0664,Saloon,90.65189683302108,124.4743331582674,1.9125379799870459,8.338856257894248,High
Bujumbura,Gitega,,98.9,BUJ-GIT-0665,SUV,90.02156677293364,360.89778944787025,3.939975320621332,16.486389567688157,High
Bujumbura,Gitega,,98.9,BUJ-GIT-0666,Hybrid,56.51729280711161,47.489576484789275,1.4539104902400664,9.195114812976065,Medium
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0667,SUV,70.76136061735446,367.3126155067535,3.0931019710677976,16.67760591603153,High
Kampala,Kigali,,511.0,KAM-KIG-0668,Truck,81.86835398850754,218.80990000384622,10.191448679968367,31.6865387959368,Low
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0669,SUV,96.58184550915695,364.8378063299548,4.433542412460249,18.028109348245003,Medium
Bujumbura,Gitega,,98.9,BUJ-GIT-0670,Saloon,107.65520881572948,170.0618220785931,1.232743448989858,10.21509759912584,Low
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0671,SUV,69.22146257065228,307.6732547969101,2.469543835140926,19.213075122129755,High
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0672,Hybrid,74.99144825662586,152.28164332194643,1.032386991315515,5.363925463843953,Low
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0673,Coupe,71.90462592237932,90.43367738910753,0.4014784537166854,14.068469555401391,High
Nairobi,Arusha,,274.0,NAI-ARU-0674,SUV,112.85838033837945,447.311667433425,3.8066589354628135,12.112318314729311,High
Kigali,Bujumbura,,273.0,KIG-BUJ-0675,Hybrid,91.77980988153232,222.66242447516996,0.7949803774294381,10.16198260039474,Medium
Kampala,Kigali,,511.0,KAM-KIG-0676,Hybrid,57.19117293562738,202.63367496470312,1.9958568498554041,5.210182037305749,Medium
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0677,Saloon,103.84195194745593,194.33654940762426,1.9600739287472317,10.720076140211422,High
Bujumbura,Gitega,,98.9,BUJ-GIT-0678,Hybrid,90.84327583428242,24.974576463586537,1.0029185751174436,5.46911576425847,Medium
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0679,Hybrid,98.52058800874423,206.0737377452408,1.7788211318689557,11.56575662003726,Low
Kampala,Bujumbura,,720.0,KAM-BUJ-0680,Hybrid,45.10620916718712,102.54342220320001,0.6065523335660032,6.4755517108502,Medium
Kampala,Bujumbura,,720.0,KAM-BUJ-0681,Hybrid,53.76194662226034,122.58573065141888,0.9028432511804638,5.706846747724327,Medium
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0682,Truck,48.37455445470539,203.09289448646365,19.730767979122984,31.389387603777102,Low
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0683,Truck,88.3880732634781,407.818340555536,12.783684816626566,31.9743979581378,Medium
Nairobi,Wau,Juba,1868.0,NAI-WAU-0684,Saloon,69.57523508246881,103.82734463749752,0.8487589883117468,8.037431825793883,High
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0685,SUV,75.38778366100595,209.89388681324945,3.8589797285100564,10.625648422194516,Low
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0686,Hybrid,52.630416379920575,204.16567367000232,0.7203828853756562,7.398516025657651,High
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0687,SUV,111.87953531148841,119.71639001454919,1.7895789246636646,14.845379950800108,Low
Bujumbura,Gitega,,98.9,BUJ-GIT-0688,SUV,78.14517067671218,303.53376401773437,4.313317116692163,11.371484881527431,High
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0689,Saloon,84.84194507325711,161.5424529091619,0.7161181790197994,11.99198788423186,High
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0690,Hybrid,56.4184250716463,127.08023645056299,0.6234084864155929,8.217088400495362,Medium
Kigali,Butare,,125.0,KIG-BUT-0691,Hybrid,58.38780808256922,207.37149068448505,0.5854680904960524,7.930250924428309,High
Juba,Wau,,647.0,JUB-WAU-0692,Coupe,97.50588544788627,147.75115449683256,0.9891450901082532,14.672123371941812,Medium
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0693,SUV,106.62295713910537,437.99133814618494,2.5985642385286467,15.380227053639029,Low
Kampala,Kigali,,511.0,KAM-KIG-0694,SUV,110.40648470635199,495.2530089342754,4.613317588653171,13.714672626243768,High
Nairobi,Wau,Juba,1868.0,NAI-WAU-0695,Truck,49.75832586093252,442.5747761846121,17.416414518360423,27.38853606129946,High
Nairobi,Wau,Juba,1868.0,NAI-WAU-0696,Coupe,98.9908517988201,169.26378000554212,0.7336845348806236,16.597946748116456,Low
Bujumbura,Gitega,,98.9,BUJ-GIT-0697,Truck,60.34024004758618,329.7631739748376,14.53989911199699,31.436704380123025,Low
Kigali,Bujumbura,,273.0,KIG-BUJ-0698,Truck,46.30010139319971,237.49345111041217,19.51444825663092,22.63237441072036,High
Nairobi,Arusha,,274.0,NAI-ARU-0699,Truck,68.38636589655273,505.5201266633565,14.896244620502447,29.67117872865228,Low
Kampala,Juba,,653.0,KAM-JUB-0700,Saloon,63.789603547857105,174.7454349774895,1.0582598828703458,12.293338077033512,Medium
Nairobi,Arusha,,274.0,NAI-ARU-0701,Saloon,58.47341260238897,179.84567671505334,0.7779055330749856,9.229144504920292,Low
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0702,Truck,50.93549001617916,227.98644590817196,18.257109515606672,24.285613514913354,Low
Kampala,Juba,,653.0,KAM-JUB-0703,Coupe,125.62742691186696,194.28603981558626,0.9855125639245168,9.430011226657264,High
Nairobi,Wau,Juba,1868.0,NAI-WAU-0704,SUV,82.47289460277487,408.9795185066963,2.7858675504397468,10.870172183027888,Medium
Kampala,Juba,,653.0,KAM-JUB-0705,Coupe,103.40709465569128,170.57296178424662,1.255111664572203,9.751231401303531,Low
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0706,Hybrid,80.365876864748,62.921023224555306,0.8273113018282583,11.118502413136296,Medium
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0707,Saloon,64.9801371644138,93.70925702504313,0.5009800861419493,13.965352273004141,Medium
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0708,SUV,107.55568879254808,332.2980207908051,4.125930173785948,11.520485674244918,Medium
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0709,SUV,87.49941567525453,208.04872430695139,1.8282178418995576,14.86130485214924,High
Bujumbura,Gitega,,98.9,BUJ-GIT-0710,Hybrid,95.24437902055811,19.614188572166675,0.9371913702406909,6.452786553439925,Low
Kampala,Kigali,,511.0,KAM-KIG-0711,Hybrid,54.28879921994178,228.02429245105006,1.2021035813514351,8.264095890578732,High
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0712,Truck,78.02878212276411,208.14454280344808,14.872653541000508,26.449778211815897,Low
Kampala,Juba,,653.0,KAM-JUB-0713,Saloon,85.81464143279936,299.8761569101228,1.6541733411230706,10.182925624139418,Low
Nairobi,Wau,Juba,1868.0,NAI-WAU-0714,Saloon,99.65318313644282,67.79834172749446,0.5456955294634402,8.635586979714184,High
Juba,Wau,,647.0,JUB-WAU-0715,Coupe,90.42469336685558,107.01034391731638,1.0381549686494398,17.10605717214422,Medium
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0716,Truck,65.49270047752289,450.89295123801054,10.502430098229821,20.52367328984336,Medium
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0717,Truck,67.5579980958186,406.72502927384113,18.391803949802984,22.41019377067768,Low
Kigali,Butare,,125.0,KIG-BUT-0718,Truck,41.24858310585248,414.32713755108813,12.374785567522576,20.744215600082562,High
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0719,Truck,76.22991434238145,178.11509997007323,16.083195000077716,24.215746252503337,Medium
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0720,Saloon,60.40976302130132,126.33042641740889,1.7021686643344305,10.13674861523658,Medium
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0721,Saloon,95.04617895266334,55.13616310376219,1.6591571294976186,8.89546659925319,Low
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0722,Truck,73.86965649444363,496.04708838869743,19.291447172116875,25.80983776962971,Low
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0723,Coupe,73.96991133006642,13.639542254738052,1.2922302731673037,13.247356376614322,High
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0724,SUV,106.51464311009696,155.4915200051816,2.7077931092963183,10.301038722113189,Low
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0725,SUV,117.68953947444673,350.54055801536606,4.766217807157572,12.654964074290724,Medium
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0726,Coupe,106.68781667353966,138.9149939756012,0.681059640309106,16.481092350156302,Medium
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0727,Truck,87.35807314501238,719.3985823872031,17.390669759393724,24.16197019587431,Medium
Kampala,Juba,,653.0,KAM-JUB-0728,Saloon,66.8969625263379,289.7408897248906,0.515426743903538,12.728399785937157,Medium
Kigali,Bujumbura,,273.0,KIG-BUJ-0729,SUV,102.37476975331573,330.2102934274088,4.96538096130403,13.118794357637253,High
Kigali,Bujumbura,,273.0,KIG-BUJ-0730,Hybrid,60.398311827594895,28.94545670717333,1.1641972048156062,6.827339683643936,High
Kampala,Juba,,653.0,KAM-JUB-0731,Hybrid,60.60320213065865,210.29722966135063,1.9032267702912435,6.300131504036299,Low
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0732,Coupe,92.35053589320795,186.43980680192487,0.3741701528270671,8.923605281113785,Low
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0733,Truck,48.13954946031147,516.6489838888124,11.504722710059974,34.521145721761,Low
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0734,SUV,86.80287163551122,275.68308215757486,2.3633051553189226,14.709602524347336,High
Kigali,Bujumbura,,273.0,KIG-BUJ-0735,Truck,73.09568163185057,625.8239958678299,17.538680827099128,28.668366690411325,Medium
Kampala,Bujumbura,,720.0,KAM-BUJ-0736,SUV,114.26158649963143,417.8335312877492,4.149668401445189,10.556055216804607,Low
Nairobi,Arusha,,274.0,NAI-ARU-0737,Coupe,70.41267773317895,50.36498266713986,1.0962283126961427,12.111974888825458,Medium
Juba,Wau,,647.0,JUB-WAU-0738,Coupe,94.14437555795871,178.0715087636266,1.3746754177582066,17.09175264053586,Low
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0739,Hybrid,58.832684590901636,175.85339505742283,0.9074497719115544,6.334268831521149,Low
Juba,Wau,,647.0,JUB-WAU-0740,Truck,49.23162286736846,339.4753346045158,14.299576197798217,32.464237565826025,Low
Nairobi,Wau,Juba,1868.0,NAI-WAU-0741,Hybrid,47.19346560836273,186.3822033747746,1.297182371283958,7.015617398731948,Low
Kampala,Juba,,653.0,KAM-JUB-0742,Truck,64.64097922664124,309.9594488439159,15.960819552383061,26.50765884282866,Low
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0743,Hybrid,49.86433174473272,37.979937893367214,1.3200435231081953,11.316891233002725,Medium
Kampala,Kigali,,511.0,KAM-KIG-0744,Saloon,70.63746119346114,225.2400300223345,1.4879920324096505,14.452439314475848,Low
Kigali,Butare,,125.0,KIG-BUT-0745,Saloon,99.25886103794845,178.64947249352963,1.485545747351161,14.187091732672279,Medium
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0746,Saloon,73.97112707521609,111.50251764017766,0.5162166254527945,13.612408593531715,High
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0747,Saloon,98.0588420242019,49.24726506804239,1.3652860716990505,10.7118535853351,Low
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0748,SUV,67.12254573054669,491.2557021773256,2.2514356061217438,10.672341800905611,Medium
Bujumbura,Gitega,,98.9,BUJ-GIT-0749,Saloon,85.69084277011457,226.88266959724913,0.5486651690707804,12.269741109816177,High
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0750,Coupe,101.93751255708727,29.6203516862592,0.5070286523356344,13.679742973160806,High
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0751,Coupe,87.7814568107973,188.27998844375006,1.2824882753808609,17.83567206513663,High
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0752,SUV,75.58025033702484,486.3756347590897,3.0093185442704526,13.475187953137546,Medium
Kigali,Bujumbura,,273.0,KIG-BUJ-0753,Saloon,53.0209716181612,34.774272200688735,1.538016883919982,10.663431955472223,Low
Juba,Wau,,647.0,JUB-WAU-0754,Saloon,63.591297562166346,191.91168577106515,0.8792871773751667,11.621054034755382,Low
Kigali,Butare,,125.0,KIG-BUT-0755,Saloon,71.55252481896142,250.59462345130933,1.731044241150169,10.81880318497921,Medium
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0756,Hybrid,61.04914656010094,97.01435117418269,1.7085717885023268,7.297256379583284,Low
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0757,Truck,50.4529686853423,159.2818393127148,14.666931208844083,27.23198148379763,Medium
Kigali,Butare,,125.0,KIG-BUT-0758,Hybrid,90.45452262417443,63.097287147055354,1.0714869105026,10.658840172255836,Low
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0759,Truck,81.18118053744868,369.2277531851377,14.59124023286681,24.549288362739244,High
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0760,Saloon,105.95329270515873,53.220254407642486,1.900624134502205,12.470931614682746,Low
Nairobi,Arusha,,274.0,NAI-ARU-0761,Saloon,81.89432916120387,29.144537019658845,1.2133942877330124,10.261984840021858,Medium
Juba,Wau,,647.0,JUB-WAU-0762,Hybrid,49.67312871850736,167.53830484015765,1.9567263610524286,8.935321677451675,Medium
Kigali,Butare,,125.0,KIG-BUT-0763,Hybrid,82.88519658663675,26.428108615844028,1.126500493725492,5.814509396151471,High
Kampala,Bujumbura,,720.0,KAM-BUJ-0764,Truck,70.63979177682552,756.9375107499083,16.617777324716386,21.152045724716324,Medium
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0765,Coupe,91.27997229910497,114.6260420937618,0.7838493073599027,16.336440104751723,Low
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0766,Truck,80.73355023549945,528.281714072255,13.734579451327052,23.830045606448664,Low
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0767,Hybrid,46.35245909278776,95.17544403677297,1.1197587758115792,9.730760475728516,High
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0768,Hybrid,79.48958945785441,26.825953513901666,1.0928889731467366,6.272452070521533,Medium
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0769,SUV,69.40876231900835,422.28596738176066,1.6467032585069012,14.191828759021213,High
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0770,Hybrid,50.09221934599109,221.03925176283377,1.3355607699125527,6.619664454637936,Low
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0771,SUV,90.14563722998258,379.1688618664021,4.853413031218018,12.20446004245419,High
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0772,Coupe,123.1709063277607,187.51778169182316,1.3997046534384794,14.354143568619097,Medium
Kampala,Bujumbura,,720.0,KAM-BUJ-0773,Truck,71.49103272173538,382.24744322867593,17.52397882303788,27.96941027526398,High
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0774,Truck,73.87190356141473,399.9205326941568,17.31496464043139,32.36707276406824,Medium
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0775,SUV,68.78617539616897,424.8183720084026,3.391037861266075,18.446659090902244,Medium
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0776,Truck,61.56508531705073,365.3283397681245,19.150607325172224,23.76753901322602,Low
Kigali,Butare,,125.0,KIG-BUT-0777,Hybrid,90.65273951716858,126.16493740225698,1.2711431638268895,7.159277970426388,Low
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0778,Saloon,84.38253203714095,111.05913495733917,0.5589041213624785,9.175988842754847,Low
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0779,SUV,60.38274260439544,490.25965417558547,4.880115234369116,13.95155297472305,Medium
Kampala,Bujumbura,,720.0,KAM-BUJ-0780,Truck,76.4185427169823,342.0642688872975,16.71093157085976,32.081450645689685,High
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0781,SUV,116.80537468153445,230.0955241323524,4.241542940346167,12.659284506321189,Medium
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0782,SUV,119.4199382276189,61.596319443958016,3.6123508227539234,16.59505981651327,Low
